ID;Time[s];
3063;0.9879;Start bit
3064;0.987908;00000000
3065;0.987978;Stop bit
3066;0.988941;Start bit
3067;0.98895;00000001
3068;0.989019;Stop bit
3069;0.989037;Start bit
3070;0.989045;00000010
3071;0.989115;Stop bit
3072;0.989132;Start bit
3073;0.989141;11111101
3074;0.98921;Stop bit
3075;0.989228;Start bit
3076;0.989236;00001010
3077;0.989306;Stop bit
3078;0.989323;Start bit
3079;0.989332;00000000
3080;0.989401;Stop bit
3081;0.989419;Start bit
3082;0.989427;00000001
3083;0.989497;Stop bit
3084;0.989514;Start bit
3085;0.989523;00100000
3086;0.989592;Stop bit
3087;0.98961;Start bit
3088;0.989618;00000001
3089;0.989688;Stop bit
3090;0.989705;Start bit
3091;0.989714;00000000
3092;0.989783;Stop bit
3093;0.989801;Start bit
3094;0.98981;10000000
3095;0.989879;Stop bit
3096;0.989896;Start bit
3097;0.989905;11100011
3098;0.989974;Stop bit
3099;0.989992;Start bit
3100;0.99;00000000
3101;0.99007;Stop bit
3102;0.990088;Start bit
3103;0.990096;01010101
3104;0.990165;Stop bit
3105;0.990183;Start bit
3106;0.990192;00000000
3107;0.990261;Stop bit
3108;0.991225;Start bit
3109;0.991233;00000001
3110;0.991303;Stop bit
3111;0.99132;Start bit
3112;0.991329;00000010
3113;0.991398;Stop bit
3114;0.991416;Start bit
3115;0.991424;11111101
3116;0.991494;Stop bit
3117;0.991511;Start bit
3118;0.991519;00001010
3119;0.991589;Stop bit
3120;0.991606;Start bit
3121;0.991615;00000000
3122;0.991684;Stop bit
3123;0.991702;Start bit
3124;0.99171;00000001
3125;0.99178;Stop bit
3126;0.991797;Start bit
3127;0.991806;00100100
3128;0.991875;Stop bit
3129;0.991893;Start bit
3130;0.991901;00000001
3131;0.991971;Stop bit
3132;0.991988;Start bit
3133;0.991997;00000000
3134;0.992066;Stop bit
3135;0.992084;Start bit
3136;0.992092;10000000
3137;0.992162;Stop bit
3138;0.992179;Start bit
3139;0.992188;00000011
3140;0.992257;Stop bit
3141;0.992275;Start bit
3142;0.992283;00000001
3143;0.992353;Stop bit
3144;0.99237;Start bit
3145;0.992379;01010110
3146;0.992448;Stop bit
3147;0.992466;Start bit
3148;0.992474;00000000
3149;0.992544;Stop bit
3150;0.993499;Start bit
3151;0.993508;00000001
3152;0.993578;Stop bit
3153;0.993595;Start bit
3154;0.993603;00000010
3155;0.993673;Stop bit
3156;0.99369;Start bit
3157;0.993699;11111101
3158;0.993768;Stop bit
3159;0.993786;Start bit
3160;0.993794;00001010
3161;0.993864;Stop bit
3162;0.993881;Start bit
3163;0.99389;00000000
3164;0.993959;Stop bit
3165;0.993977;Start bit
3166;0.993985;00000001
3167;0.994055;Stop bit
3168;0.994072;Start bit
3169;0.994081;00101000
3170;0.99415;Stop bit
3171;0.994168;Start bit
3172;0.994176;00000001
3173;0.994246;Stop bit
3174;0.994263;Start bit
3175;0.994272;00000000
3176;0.994341;Stop bit
3177;0.994359;Start bit
3178;0.994367;10000000
3179;0.994437;Stop bit
3180;0.994454;Start bit
3181;0.994463;00100111
3182;0.994532;Stop bit
3183;0.99455;Start bit
3184;0.994558;00000001
3185;0.994628;Stop bit
3186;0.994645;Start bit
3187;0.994654;01010111
3188;0.994723;Stop bit
3189;0.994741;Start bit
3190;0.994749;00000000
3191;0.994819;Stop bit
3192;0.995782;Start bit
3193;0.995791;00000001
3194;0.99586;Stop bit
3195;0.995878;Start bit
3196;0.995887;00000010
3197;0.995956;Stop bit
3198;0.995973;Start bit
3199;0.995982;11111101
3200;0.996051;Stop bit
3201;0.996069;Start bit
3202;0.996077;00001010
3203;0.996147;Stop bit
3204;0.996165;Start bit
3205;0.996173;00000000
3206;0.996242;Stop bit
3207;0.99626;Start bit
3208;0.996269;00000001
3209;0.996338;Stop bit
3210;0.996355;Start bit
3211;0.996364;00101100
3212;0.996433;Stop bit
3213;0.996451;Start bit
3214;0.996459;00000001
3215;0.996529;Stop bit
3216;0.996547;Start bit
3217;0.996555;00000000
3218;0.996624;Stop bit
3219;0.996642;Start bit
3220;0.99665;10000000
3221;0.99672;Stop bit
3222;0.996737;Start bit
3223;0.996746;01001110
3224;0.996815;Stop bit
3225;0.996833;Start bit
3226;0.996841;00000001
3227;0.996911;Stop bit
3228;0.996928;Start bit
3229;0.996937;01011000
3230;0.997006;Stop bit
3231;0.997024;Start bit
3232;0.997032;00000000
3233;0.997102;Stop bit
3234;0.998066;Start bit
3235;0.998074;00000001
3236;0.998144;Stop bit
3237;0.998161;Start bit
3238;0.99817;00000010
3239;0.998239;Stop bit
3240;0.998256;Start bit
3241;0.998265;11111101
3242;0.998334;Stop bit
3243;0.998352;Start bit
3244;0.99836;00001010
3245;0.99843;Stop bit
3246;0.998447;Start bit
3247;0.998456;00000000
3248;0.998525;Stop bit
3249;0.998543;Start bit
3250;0.998551;00000001
3251;0.998621;Stop bit
3252;0.998638;Start bit
3253;0.998647;00110000
3254;0.998717;Stop bit
3255;0.998734;Start bit
3256;0.998742;00000001
3257;0.998812;Stop bit
3258;0.998829;Start bit
3259;0.998838;00000000
3260;0.998907;Stop bit
3261;0.998925;Start bit
3262;0.998933;10000000
3263;0.999003;Stop bit
3264;0.99902;Start bit
3265;0.999029;01111000
3266;0.999099;Stop bit
3267;0.999116;Start bit
3268;0.999124;00000001
3269;0.999194;Stop bit
3270;0.999211;Start bit
3271;0.99922;01011001
3272;0.999289;Stop bit
3273;0.999307;Start bit
3274;0.999315;00000000
3275;0.999385;Stop bit
3276;1.00035;Start bit
3277;1.00036;00000001
3278;1.00043;Stop bit
3279;1.00044;Start bit
3280;1.00045;00000010
3281;1.00052;Stop bit
3282;1.00054;Start bit
3283;1.00055;11111101
3284;1.00062;Stop bit
3285;1.00064;Start bit
3286;1.00064;00001010
3287;1.00071;Stop bit
3288;1.00073;Start bit
3289;1.00074;00000000
3290;1.00081;Stop bit
3291;1.00083;Start bit
3292;1.00083;00000001
3293;1.0009;Stop bit
3294;1.00092;Start bit
3295;1.00093;00110100
3296;1.001;Stop bit
3297;1.00102;Start bit
3298;1.00103;00000001
3299;1.0011;Stop bit
3300;1.00111;Start bit
3301;1.00112;00000000
3302;1.00119;Stop bit
3303;1.00121;Start bit
3304;1.00122;10000000
3305;1.00129;Stop bit
3306;1.0013;Start bit
3307;1.00131;10100001
3308;1.00138;Stop bit
3309;1.0014;Start bit
3310;1.00141;00000001
3311;1.00148;Stop bit
3312;1.0015;Start bit
3313;1.0015;01011010
3314;1.00157;Stop bit
3315;1.00159;Start bit
3316;1.0016;00000000
3317;1.00167;Stop bit
3318;1.00263;Start bit
3319;1.00264;00000001
3320;1.00271;Stop bit
3321;1.00273;Start bit
3322;1.00274;00000010
3323;1.00281;Stop bit
3324;1.00282;Start bit
3325;1.00283;11111101
3326;1.0029;Stop bit
3327;1.00292;Start bit
3328;1.00293;00001010
3329;1.003;Stop bit
3330;1.00301;Start bit
3331;1.00302;00000000
3332;1.00309;Stop bit
3333;1.00311;Start bit
3334;1.00312;00000001
3335;1.00319;Stop bit
3336;1.0032;Start bit
3337;1.00321;00111000
3338;1.00328;Stop bit
3339;1.0033;Start bit
3340;1.00331;00000001
3341;1.00338;Stop bit
3342;1.0034;Start bit
3343;1.0034;00000000
3344;1.00347;Stop bit
3345;1.00349;Start bit
3346;1.0035;10000000
3347;1.00357;Stop bit
3348;1.00359;Start bit
3349;1.0036;11001110
3350;1.00367;Stop bit
3351;1.00368;Start bit
3352;1.00369;00000001
3353;1.00376;Stop bit
3354;1.00378;Start bit
3355;1.00379;01011011
3356;1.00386;Stop bit
3357;1.00387;Start bit
3358;1.00388;00000000
3359;1.00395;Stop bit
3360;1.00492;Start bit
3361;1.00492;00000001
3362;1.00499;Stop bit
3363;1.00501;Start bit
3364;1.00502;00000010
3365;1.00509;Stop bit
3366;1.00511;Start bit
3367;1.00511;11111101
3368;1.00518;Stop bit
3369;1.0052;Start bit
3370;1.00521;00001010
3371;1.00528;Stop bit
3372;1.0053;Start bit
3373;1.00531;00000000
3374;1.00538;Stop bit
3375;1.00539;Start bit
3376;1.0054;00000001
3377;1.00547;Stop bit
3378;1.00549;Start bit
3379;1.0055;00111100
3380;1.00557;Stop bit
3381;1.00558;Start bit
3382;1.00559;00000001
3383;1.00566;Stop bit
3384;1.00568;Start bit
3385;1.00569;00000000
3386;1.00576;Stop bit
3387;1.00577;Start bit
3388;1.00578;10000000
3389;1.00585;Stop bit
3390;1.00587;Start bit
3391;1.00588;11111111
3392;1.00595;Stop bit
3393;1.00597;Start bit
3394;1.00597;00000001
3395;1.00604;Stop bit
3396;1.00606;Start bit
3397;1.00607;01011100
3398;1.00614;Stop bit
3399;1.00616;Start bit
3400;1.00617;00000000
3401;1.00623;Stop bit
3402;1.0072;Start bit
3403;1.00721;00000001
3404;1.00728;Stop bit
3405;1.00729;Start bit
3406;1.0073;00000010
3407;1.00737;Stop bit
3408;1.00739;Start bit
3409;1.0074;11111101
3410;1.00747;Stop bit
3411;1.00748;Start bit
3412;1.00749;00001010
3413;1.00756;Stop bit
3414;1.00758;Start bit
3415;1.00759;00000000
3416;1.00766;Stop bit
3417;1.00768;Start bit
3418;1.00768;00000001
3419;1.00775;Stop bit
3420;1.00777;Start bit
3421;1.00778;01000000
3422;1.00785;Stop bit
3423;1.00787;Start bit
3424;1.00788;00000001
3425;1.00794;Stop bit
3426;1.00796;Start bit
3427;1.00797;00000000
3428;1.00804;Stop bit
3429;1.00806;Start bit
3430;1.00807;10000000
3431;1.00814;Stop bit
3432;1.00815;Start bit
3433;1.00816;00000000
3434;1.00823;Stop bit
3435;1.00825;Start bit
3436;1.00826;00000000
3437;1.00833;Stop bit
3438;1.00834;Start bit
3439;1.00835;00111111
3440;1.00842;Stop bit
3441;1.00844;Start bit
3442;1.00845;00000000
3443;1.00852;Stop bit
3444;1.00948;Start bit
3445;1.00949;00000001
3446;1.00956;Stop bit
3447;1.00958;Start bit
3448;1.00959;00000010
3449;1.00966;Stop bit
3450;1.00967;Start bit
3451;1.00968;11111101
3452;1.00975;Stop bit
3453;1.00977;Start bit
3454;1.00978;00001010
3455;1.00985;Stop bit
3456;1.00986;Start bit
3457;1.00987;00000000
3458;1.00994;Stop bit
3459;1.00996;Start bit
3460;1.00997;00000001
3461;1.01004;Stop bit
3462;1.01005;Start bit
3463;1.01006;01000000
3464;1.01013;Stop bit
3465;1.01015;Start bit
3466;1.01016;00000000
3467;1.01023;Stop bit
3468;1.01025;Start bit
3469;1.01025;00000000
3470;1.01032;Stop bit
3471;1.01034;Start bit
3472;1.01035;10000000
3473;1.01042;Stop bit
3474;1.01044;Start bit
3475;1.01045;00000000
3476;1.01052;Stop bit
3477;1.01053;Start bit
3478;1.01054;00000000
3479;1.01061;Stop bit
3480;1.01063;Start bit
3481;1.01064;00000000
3482;1.01071;Stop bit
3483;1.01072;Start bit
3484;1.01073;00010000
3485;1.0108;Stop bit
3486;1.01678;Start bit
3487;1.01679;00000001
3488;1.01686;Stop bit
3489;1.01688;Start bit
3490;1.01689;00000010
3491;1.01696;Stop bit
3492;1.01697;Start bit
3493;1.01698;11111101
3494;1.01705;Stop bit
3495;1.01707;Start bit
3496;1.01708;00001010
3497;1.01715;Stop bit
3498;1.01716;Start bit
3499;1.01717;00000000
3500;1.01724;Stop bit
3501;1.01726;Start bit
3502;1.01727;00000001
3503;1.01734;Stop bit
3504;1.01736;Start bit
3505;1.01736;00000000
3506;1.01743;Stop bit
3507;1.01745;Start bit
3508;1.01746;00000000
3509;1.01753;Stop bit
3510;1.01755;Start bit
3511;1.01756;00100100
3512;1.01763;Stop bit
3513;1.01764;Start bit
3514;1.01765;01000000
3515;1.01772;Stop bit
3516;1.01774;Start bit
3517;1.01775;10011100
3518;1.01782;Stop bit
3519;1.01783;Start bit
3520;1.01784;11110011
3521;1.01791;Stop bit
3522;1.01793;Start bit
3523;1.01794;00000100
3524;1.01801;Stop bit
3525;1.01802;Start bit
3526;1.01803;00100000
3527;1.0181;Stop bit
3528;1.01907;Start bit
3529;1.01907;00000001
3530;1.01914;Stop bit
3531;1.01916;Start bit
3532;1.01917;00000010
3533;1.01924;Stop bit
3534;1.01926;Start bit
3535;1.01927;11111101
3536;1.01933;Stop bit
3537;1.01935;Start bit
3538;1.01936;00001010
3539;1.01943;Stop bit
3540;1.01945;Start bit
3541;1.01946;00000001
3542;1.01953;Stop bit
3543;1.01954;Start bit
3544;1.01955;00000001
3545;1.01962;Stop bit
3546;1.01964;Start bit
3547;1.01965;11111100
3548;1.01972;Stop bit
3549;1.01973;Start bit
3550;1.01974;00000010
3551;1.01981;Stop bit
3552;1.01983;Start bit
3553;1.01984;00000000
3554;1.01991;Stop bit
3555;1.01993;Start bit
3556;1.01993;00000000
3557;1.02;Stop bit
3558;1.02002;Start bit
3559;1.02003;00000000
3560;1.0201;Stop bit
3561;1.02012;Start bit
3562;1.02012;00000000
3563;1.02019;Stop bit
3564;1.02021;Start bit
3565;1.02022;00000000
3566;1.02029;Stop bit
3567;1.02031;Start bit
3568;1.02032;00000000
3569;1.02039;Stop bit
3570;1.02135;Start bit
3571;1.02136;00000001
3572;1.02143;Stop bit
3573;1.02144;Start bit
3574;1.02145;00000010
3575;1.02152;Stop bit
3576;1.02154;Start bit
3577;1.02155;11111101
3578;1.02162;Stop bit
3579;1.02164;Start bit
3580;1.02164;00001010
3581;1.02171;Stop bit
3582;1.02173;Start bit
3583;1.02174;00000001
3584;1.02181;Stop bit
3585;1.02183;Start bit
3586;1.02184;00000001
3587;1.02191;Stop bit
3588;1.02192;Start bit
3589;1.02193;00000100
3590;1.022;Stop bit
3591;1.02202;Start bit
3592;1.02203;00000010
3593;1.0221;Stop bit
3594;1.02211;Start bit
3595;1.02212;00000000
3596;1.02219;Stop bit
3597;1.02221;Start bit
3598;1.02222;00000000
3599;1.02229;Stop bit
3600;1.0223;Start bit
3601;1.02231;11111111
3602;1.02238;Stop bit
3603;1.0224;Start bit
3604;1.02241;00011111
3605;1.02248;Stop bit
3606;1.0225;Start bit
3607;1.0225;00000000
3608;1.02257;Stop bit
3609;1.02259;Start bit
3610;1.0226;00000000
3611;1.02267;Stop bit
3612;1.02363;Start bit
3613;1.02364;00000001
3614;1.02371;Stop bit
3615;1.02373;Start bit
3616;1.02374;00000010
3617;1.02381;Stop bit
3618;1.02382;Start bit
3619;1.02383;11111101
3620;1.0239;Stop bit
3621;1.02392;Start bit
3622;1.02393;00001010
3623;1.024;Stop bit
3624;1.02401;Start bit
3625;1.02402;00000001
3626;1.02409;Stop bit
3627;1.02411;Start bit
3628;1.02412;00000001
3629;1.02419;Stop bit
3630;1.02421;Start bit
3631;1.02421;00011000
3632;1.02428;Stop bit
3633;1.0243;Start bit
3634;1.02431;00000010
3635;1.02438;Stop bit
3636;1.0244;Start bit
3637;1.02441;00000000
3638;1.02447;Stop bit
3639;1.02449;Start bit
3640;1.0245;00000000
3641;1.02457;Stop bit
3642;1.02459;Start bit
3643;1.0246;11110111
3644;1.02467;Stop bit
3645;1.02468;Start bit
3646;1.02469;00000111
3647;1.02476;Stop bit
3648;1.02478;Start bit
3649;1.02479;00000000
3650;1.02486;Stop bit
3651;1.02487;Start bit
3652;1.02488;00000000
3653;1.02495;Stop bit
3654;1.02592;Start bit
3655;1.02592;00000001
3656;1.02599;Stop bit
3657;1.02601;Start bit
3658;1.02602;00000010
3659;1.02609;Stop bit
3660;1.02611;Start bit
3661;1.02612;11111101
3662;1.02618;Stop bit
3663;1.0262;Start bit
3664;1.02621;00001010
3665;1.02628;Stop bit
3666;1.0263;Start bit
3667;1.02631;00000001
3668;1.02638;Stop bit
3669;1.02639;Start bit
3670;1.0264;00000001
3671;1.02647;Stop bit
3672;1.02649;Start bit
3673;1.0265;00100000
3674;1.02657;Stop bit
3675;1.02658;Start bit
3676;1.02659;00000010
3677;1.02666;Stop bit
3678;1.02668;Start bit
3679;1.02669;00000000
3680;1.02676;Stop bit
3681;1.02678;Start bit
3682;1.02678;00000000
3683;1.02685;Stop bit
3684;1.02687;Start bit
3685;1.02688;11100111
3686;1.02695;Stop bit
3687;1.02697;Start bit
3688;1.02697;00000001
3689;1.02704;Stop bit
3690;1.02706;Start bit
3691;1.02707;00000000
3692;1.02714;Stop bit
3693;1.02716;Start bit
3694;1.02717;00000000
3695;1.02724;Stop bit
3696;1.0282;Start bit
3697;1.02821;00000001
3698;1.02828;Stop bit
3699;1.02829;Start bit
3700;1.0283;00000010
3701;1.02837;Stop bit
3702;1.02839;Start bit
3703;1.0284;11111101
3704;1.02847;Stop bit
3705;1.02849;Start bit
3706;1.02849;00001010
3707;1.02856;Stop bit
3708;1.02858;Start bit
3709;1.02859;00000001
3710;1.02866;Stop bit
3711;1.02868;Start bit
3712;1.02868;00000001
3713;1.02875;Stop bit
3714;1.02877;Start bit
3715;1.02878;00100100
3716;1.02885;Stop bit
3717;1.02887;Start bit
3718;1.02888;00000010
3719;1.02895;Stop bit
3720;1.02896;Start bit
3721;1.02897;00000000
3722;1.02904;Stop bit
3723;1.02906;Start bit
3724;1.02907;00000000
3725;1.02914;Stop bit
3726;1.02915;Start bit
3727;1.02916;00100000
3728;1.02923;Stop bit
3729;1.02925;Start bit
3730;1.02926;00000101
3731;1.02933;Stop bit
3732;1.02934;Start bit
3733;1.02935;00000000
3734;1.02942;Stop bit
3735;1.02944;Start bit
3736;1.02945;00000000
3737;1.02952;Stop bit
3738;1.03048;Start bit
3739;1.03049;00000001
3740;1.03056;Stop bit
3741;1.03058;Start bit
3742;1.03059;00000010
3743;1.03066;Stop bit
3744;1.03067;Start bit
3745;1.03068;11111101
3746;1.03075;Stop bit
3747;1.03077;Start bit
3748;1.03078;00001010
3749;1.03085;Stop bit
3750;1.03086;Start bit
3751;1.03087;00000001
3752;1.03094;Stop bit
3753;1.03096;Start bit
3754;1.03097;00000001
3755;1.03104;Stop bit
3756;1.03106;Start bit
3757;1.03106;00101100
3758;1.03113;Stop bit
3759;1.03115;Start bit
3760;1.03116;00000010
3761;1.03123;Stop bit
3762;1.03125;Start bit
3763;1.03126;00000000
3764;1.03132;Stop bit
3765;1.03134;Start bit
3766;1.03135;00000000
3767;1.03142;Stop bit
3768;1.03144;Start bit
3769;1.03145;11011111
3770;1.03152;Stop bit
3771;1.03153;Start bit
3772;1.03154;00000011
3773;1.03161;Stop bit
3774;1.03163;Start bit
3775;1.03164;00000000
3776;1.03171;Stop bit
3777;1.03172;Start bit
3778;1.03173;00000000
3779;1.0318;Stop bit
3780;1.03277;Start bit
3781;1.03277;00000001
3782;1.03284;Stop bit
3783;1.03286;Start bit
3784;1.03287;00000010
3785;1.03294;Stop bit
3786;1.03296;Start bit
3787;1.03296;11111101
3788;1.03303;Stop bit
3789;1.03305;Start bit
3790;1.03306;00001010
3791;1.03313;Stop bit
3792;1.03315;Start bit
3793;1.03316;00000001
3794;1.03323;Stop bit
3795;1.03324;Start bit
3796;1.03325;00000001
3797;1.03332;Stop bit
3798;1.03334;Start bit
3799;1.03335;00110000
3800;1.03342;Stop bit
3801;1.03343;Start bit
3802;1.03344;00000010
3803;1.03351;Stop bit
3804;1.03353;Start bit
3805;1.03354;00000000
3806;1.03361;Stop bit
3807;1.03363;Start bit
3808;1.03363;00000000
3809;1.0337;Stop bit
3810;1.03372;Start bit
3811;1.03373;11101000
3812;1.0338;Stop bit
3813;1.03382;Start bit
3814;1.03382;10000101
3815;1.03389;Stop bit
3816;1.03391;Start bit
3817;1.03392;00000000
3818;1.03399;Stop bit
3819;1.03401;Start bit
3820;1.03402;00000000
3821;1.03408;Stop bit
3822;1.03505;Start bit
3823;1.03506;00000001
3824;1.03513;Stop bit
3825;1.03514;Start bit
3826;1.03515;00000010
3827;1.03522;Stop bit
3828;1.03524;Start bit
3829;1.03525;11111101
3830;1.03532;Stop bit
3831;1.03534;Start bit
3832;1.03534;00001010
3833;1.03541;Stop bit
3834;1.03543;Start bit
3835;1.03544;00000001
3836;1.03551;Stop bit
3837;1.03553;Start bit
3838;1.03553;00000001
3839;1.0356;Stop bit
3840;1.03562;Start bit
3841;1.03563;00111100
3842;1.0357;Stop bit
3843;1.03572;Start bit
3844;1.03573;00000010
3845;1.0358;Stop bit
3846;1.03581;Start bit
3847;1.03582;00000000
3848;1.03589;Stop bit
3849;1.03591;Start bit
3850;1.03592;00000000
3851;1.03599;Stop bit
3852;1.036;Start bit
3853;1.03601;10111100
3854;1.03608;Stop bit
3855;1.0361;Start bit
3856;1.03611;00001101
3857;1.03618;Stop bit
3858;1.03619;Start bit
3859;1.0362;00000000
3860;1.03627;Stop bit
3861;1.03629;Start bit
3862;1.0363;00000000
3863;1.03637;Stop bit
3864;1.03733;Start bit
3865;1.03734;00000001
3866;1.03741;Stop bit
3867;1.03743;Start bit
3868;1.03744;00000010
3869;1.03751;Stop bit
